Year,Team,Opponent,Team_Points,Opponent_Points
2003,boston-university,hartford,59,58
2003,boston-university,new-hampshire,94,64
2003,boston-university,northeastern,69,72
2003,boston-university,maine,63,53
2003,boston-university,albany-ny,78,50
2003,boston-university,binghamton,85,82
2003,boston-university,stony-brook,67,73
2003,boston-university,hartford,65,59
2003,boston-university,maine,65,54
2003,boston-university,vermont,53,60
2003,boston-university,new-hampshire,76,62
2003,boston-university,northeastern,76,65
2003,boston-university,new-hampshire,75,61
2003,boston-university,northeastern,71,61
2003,boston-university,vermont,55,56
2003,boston-university,st-johns-ny,57,62
2003,bowling-green-state,detroit-mercy,61,75
2003,bowling-green-state,buffalo,76,59
2003,bowling-green-state,northwestern,60,62
2003,bowling-green-state,michigan,57,83
2003,bowling-green-state,alabama,63,72
2003,bowling-green-state,oakland,75,68
2003,bowling-green-state,cleveland-state,80,72
2003,bowling-green-state,northern-illinois,64,63
2003,bowling-green-state,ball-state,61,57
2003,bowling-green-state,kent-state,78,74
2003,bowling-green-state,eastern-michigan,67,73
2003,bowling-green-state,akron,74,60
2003,bowling-green-state,western-michigan,58,76
2003,bowling-green-state,northern-illinois,46,63
2003,bowling-green-state,ohio,66,60
2003,bowling-green-state,central-michigan,71,88
2003,bowling-green-state,kent-state,67,73
2003,bowling-green-state,marshall,54,56
2003,bowling-green-state,toledo,59,73
2003,bowling-green-state,western-michigan,65,67
2003,bowling-green-state,illinois-chicago,72,83
2003,bowling-green-state,ball-state,73,94
2003,bowling-green-state,miami-oh,51,48
2003,bowling-green-state,eastern-michigan,73,72
2003,bowling-green-state,toledo,64,68
2003,bowling-green-state,ball-state,90,81
2003,bowling-green-state,central-michigan,70,87
2003,bradley,pepperdine,95,81
2003,bradley,loyola-il,84,88
2003,bradley,chattanooga,70,82
2003,bradley,butler,70,75
2003,bradley,nevada-las-vegas,83,85
2003,bradley,central-michigan,71,74
2003,bradley,iupui,73,75
2003,bradley,hawaii,69,90
2003,bradley,alcorn-state,95,68
2003,bradley,chicago-state,88,76
2003,bradley,missouri-state,45,67
2003,bradley,creighton,58,65
2003,bradley,evansville,79,93
2003,bradley,drake,72,57
2003,bradley,northern-iowa,71,56
2003,bradley,indiana-state,63,45
2003,bradley,wichita-state,60,64
2003,bradley,southern-illinois,72,75
2003,bradley,illinois-state,74,89
2003,bradley,indiana-state,63,51
2003,bradley,creighton,65,88
2003,bradley,illinois-state,88,76
2003,bradley,southern-illinois,77,73
2003,bradley,northern-iowa,80,84
2003,bradley,missouri-state,52,54
2003,bradley,wichita-state,86,77
2003,bradley,evansville,51,54
2003,bradley,drake,77,67
2003,bradley,wichita-state,66,70
2003,brigham-young,toledo,71,56
2003,brigham-young,kansas-state,73,64
2003,brigham-young,st-bonaventure,66,57
2003,brigham-young,rice,95,56
2003,brigham-young,arizona-state,64,60
2003,brigham-young,creighton,64,74
2003,brigham-young,san-diego,64,49
2003,brigham-young,utah-state,66,56
2003,brigham-young,california-santa-barbara,69,56
2003,brigham-young,san-francisco,72,84
2003,brigham-young,southern-utah,93,60
2003,brigham-young,pepperdine,84,68
2003,brigham-young,oklahoma-state,65,78
2003,brigham-young,weber-state,69,75
2003,brigham-young,idaho-state,77,58
2003,brigham-young,nevada-las-vegas,85,77
2003,brigham-young,san-diego-state,80,69
2003,brigham-young,utah,75,79
2003,brigham-young,new-mexico,80,64
2003,brigham-young,air-force,65,33
2003,brigham-young,wyoming,74,66
2003,brigham-young,colorado-state,77,68
2003,brigham-young,nevada-las-vegas,54,61
2003,brigham-young,san-diego-state,66,64
2003,brigham-young,utah,64,71
2003,brigham-young,air-force,56,43
2003,brigham-young,new-mexico,91,81
2003,brigham-young,wyoming,69,50
2003,brigham-young,colorado-state,67,55
2003,brigham-young,new-mexico,71,56
2003,brigham-young,colorado-state,80,86
2003,brigham-young,connecticut,53,58
2003,brown,iupui,65,66
2003,brown,belmont,77,83
2003,brown,providence,64,83
2003,brown,wagner,69,81
2003,brown,navy,97,92
2003,brown,ohio,71,75
2003,brown,holy-cross,56,72
2003,brown,rhode-island,48,67
2003,brown,central-connecticut-state,75,67
2003,brown,san-jose-state,86,75
2003,brown,saint-marys-ca,63,77
2003,brown,san-francisco,52,81
2003,brown,rider,65,53
2003,brown,new-hampshire,93,76
2003,brown,yale,78,66
2003,brown,yale,94,84
2003,brown,cornell,70,54
2003,brown,columbia,72,59
2003,brown,harvard,91,86
2003,brown,dartmouth,61,53
2003,brown,princeton,80,73
2003,brown,pennsylvania,66,73
2003,brown,columbia,83,70
2003,brown,cornell,70,62
2003,brown,pennsylvania,65,69
2003,brown,princeton,88,74
2003,brown,dartmouth,79,67
2003,brown,harvard,93,80
2003,brown,virginia,73,89
2003,bucknell,notre-dame,42,73
2003,bucknell,albany-ny,56,53
2003,bucknell,columbia,61,47
2003,bucknell,george-washington,77,80
2003,bucknell,canisius,67,71
2003,bucknell,saint-francis-pa,57,54
2003,bucknell,penn-state,55,59
2003,bucknell,arizona-state,52,79
2003,bucknell,california-santa-barbara,67,60
2003,bucknell,niagara,52,63
2003,bucknell,robert-morris,66,53
2003,bucknell,american,63,52
2003,bucknell,lehigh,56,60
2003,bucknell,navy,53,66
2003,bucknell,cornell,60,64
2003,bucknell,army,53,38
2003,bucknell,lafayette,68,48
2003,bucknell,colgate,62,42
2003,bucknell,holy-cross,47,69
2003,bucknell,american,56,70
2003,bucknell,lehigh,49,61
2003,bucknell,navy,59,41
2003,bucknell,lafayette,70,53
2003,bucknell,army,66,65
2003,bucknell,holy-cross,43,54
2003,bucknell,colgate,56,64
2003,bucknell,lehigh,52,47
2003,bucknell,holy-cross,50,75
2003,buffalo,cornell,72,78
2003,buffalo,chicago-state,84,53
2003,buffalo,detroit-mercy,65,66
2003,buffalo,rhode-island,57,48
2003,buffalo,bowling-green-state,59,76
2003,buffalo,youngstown-state,48,63
2003,buffalo,niagara,75,64
2003,buffalo,canisius,65,71
2003,buffalo,northwestern,62,69
2003,buffalo,penn-state,60,68
2003,buffalo,marshall,63,69
2003,buffalo,akron,71,89
2003,buffalo,kent-state,68,69
2003,buffalo,central-michigan,73,97
2003,buffalo,ohio,66,72
2003,buffalo,marshall,77,87
2003,buffalo,miami-oh,55,57
2003,buffalo,northern-illinois,61,70
2003,buffalo,ohio,49,61
2003,buffalo,eastern-michigan,90,66
2003,buffalo,ball-state,68,80
2003,buffalo,kent-state,55,98
2003,buffalo,miami-oh,35,63
2003,buffalo,toledo,59,66
2003,buffalo,eastern-michigan,78,88
2003,buffalo,western-michigan,66,87
2003,buffalo,akron,70,66
2003,buffalo,northern-illinois,64,81
2003,butler,ipfw,69,53
2003,butler,ball-state,71,45
2003,butler,indiana-state,65,45
2003,butler,evansville,77,64
2003,butler,bradley,75,70
2003,butler,miami-oh,59,42
2003,butler,saint-louis,68,46
2003,butler,texas-pan-american,67,48
2003,butler,western-kentucky,63,60
2003,butler,hawaii,78,81
2003,butler,illinois-chicago,68,65
2003,butler,loyola-il,81,74
2003,butler,detroit-mercy,76,68
2003,butler,wright-state,81,70
2003,butler,youngstown-state,64,60
2003,butler,milwaukee,65,69
2003,butler,green-bay,68,53
2003,butler,duke,60,80
2003,butler,cleveland-state,73,57
2003,butler,illinois-chicago,61,47
2003,butler,loyola-il,63,73
2003,butler,detroit-mercy,66,63
2003,butler,wright-state,79,64
2003,butler,youngstown-state,69,60
2003,butler,cleveland-state,79,75
2003,butler,green-bay,58,37
2003,butler,milwaukee,76,74
2003,butler,detroit-mercy,58,55
2003,butler,milwaukee,52,69
2003,butler,mississippi-state,47,46
2003,butler,louisville,79,71
2003,butler,oklahoma,54,65
2003,cal-poly,colorado,69,97
2003,cal-poly,san-diego-state,62,65
2003,cal-poly,oregon-state,60,81
2003,cal-poly,sacramento-state,66,73
2003,cal-poly,loyola-marymount,72,70
2003,cal-poly,new-orleans,75,89
2003,cal-poly,eastern-illinois,73,70
2003,cal-poly,saint-marys-ca,59,52
2003,cal-poly,cal-state-fullerton,65,44
2003,cal-poly,california-riverside,83,77
2003,cal-poly,utah-state,67,81
2003,cal-poly,idaho,50,66
2003,cal-poly,pacific,75,72
2003,cal-poly,cal-state-northridge,54,73
2003,cal-poly,california-santa-barbara,61,70
2003,cal-poly,long-beach-state,86,71
2003,cal-poly,california-irvine,74,68
2003,cal-poly,idaho,65,68
2003,cal-poly,utah-state,63,64
2003,cal-poly,cal-state-northridge,62,59
2003,cal-poly,pacific,67,64
2003,cal-poly,california-santa-barbara,66,63
2003,cal-poly,california-irvine,62,68
2003,cal-poly,long-beach-state,76,64
2003,cal-poly,california-riverside,86,67
2003,cal-poly,cal-state-fullerton,85,88
2003,cal-poly,idaho,54,50
2003,cal-poly,california-santa-barbara,67,52
2003,cal-poly,utah-state,54,57
2003,cal-state-fullerton,texas-am-corpus-christi,76,83
2003,cal-state-fullerton,arkansas-little-rock,43,56
2003,cal-state-fullerton,morris-brown,74,56
2003,cal-state-fullerton,pepperdine,87,90
2003,cal-state-fullerton,loyola-marymount,68,75
2003,cal-state-fullerton,southern-california,63,78
2003,cal-state-fullerton,idaho-state,70,79
2003,cal-state-fullerton,sacramento-state,62,54
2003,cal-state-fullerton,san-francisco,61,75
2003,cal-state-fullerton,cal-poly,44,65
2003,cal-state-fullerton,california-santa-barbara,57,55
2003,cal-state-fullerton,california-irvine,66,65
2003,cal-state-fullerton,long-beach-state,57,53
2003,cal-state-fullerton,idaho-state,66,74
2003,cal-state-fullerton,california-riverside,41,47
2003,cal-state-fullerton,idaho,49,56
2003,cal-state-fullerton,utah-state,60,61
2003,cal-state-fullerton,cal-state-northridge,70,54
2003,cal-state-fullerton,pacific,61,62
2003,cal-state-fullerton,long-beach-state,73,79
2003,cal-state-fullerton,california-irvine,52,72
2003,cal-state-fullerton,california-riverside,74,64
2003,cal-state-fullerton,utah-state,41,62
2003,cal-state-fullerton,idaho,62,59
2003,cal-state-fullerton,pacific,55,52
2003,cal-state-fullerton,cal-state-northridge,62,70
2003,cal-state-fullerton,california-santa-barbara,60,63
2003,cal-state-fullerton,cal-poly,88,85
2003,cal-state-fullerton,utah-state,83,89
2003,cal-state-northridge,portland-state,65,69
2003,cal-state-northridge,jacksonville,67,55
2003,cal-state-northridge,oregon,77,86
2003,cal-state-northridge,howard,101,80
2003,cal-state-northridge,san-diego,64,61
2003,cal-state-northridge,san-jose-state,92,67
2003,cal-state-northridge,loyola-marymount,74,71
2003,cal-state-northridge,southern-illinois,74,86
2003,cal-state-northridge,washington,80,89
2003,cal-state-northridge,utah-state,44,59
2003,cal-state-northridge,idaho,66,73
2003,cal-state-northridge,pacific,59,67
2003,cal-state-northridge,california-santa-barbara,59,77
2003,cal-state-northridge,cal-poly,73,54
2003,cal-state-northridge,long-beach-state,85,77
2003,cal-state-northridge,california-irvine,69,63
2003,cal-state-northridge,cal-state-fullerton,54,70
2003,cal-state-northridge,california-riverside,71,74
2003,cal-state-northridge,pacific,75,67
2003,cal-state-northridge,cal-poly,59,62
2003,cal-state-northridge,california-santa-barbara,58,67
2003,cal-state-northridge,california-irvine,57,64
2003,cal-state-northridge,long-beach-state,77,71
2003,cal-state-northridge,california-riverside,78,70
2003,cal-state-northridge,cal-state-fullerton,70,62
2003,cal-state-northridge,utah-state,58,69
2003,cal-state-northridge,idaho,86,78
2003,cal-state-northridge,california-irvine,64,70
2003,california,new-mexico,76,68
2003,california,cleveland-state,73,64
2003,california,howard,80,70
2003,california,georgia,73,78
2003,california,california-santa-barbara,67,60
2003,california,grambling,84,65
2003,california,louisiana-lafayette,77,61
2003,california,kansas,67,80
2003,california,san-francisco,77,70
2003,california,stanford,72,59
2003,california,oregon,88,72
2003,california,oregon-state,78,73
2003,california,washington,73,66
2003,california,washington-state,76,63
2003,california,southern-california,73,68
2003,california,ucla,80,69
2003,california,arizona-state,70,75
2003,california,arizona,80,95
2003,california,oregon-state,84,71
2003,california,oregon,86,75
2003,california,washington-state,63,53
2003,california,washington,58,53
2003,california,ucla,75,76
2003,california,southern-california,84,82
2003,california,arizona,75,88
2003,california,arizona-state,80,72
2003,california,stanford,60,72
2003,california,oregon-state,69,46
2003,california,southern-california,62,79
2003,california,north-carolina-state,76,74
2003,california,oklahoma,65,74
2003,california-irvine,oklahoma,65,87
2003,california-irvine,western-michigan,62,73
2003,california-irvine,pepperdine,74,69
2003,california-irvine,loyola-marymount,81,66
2003,california-irvine,stanford,57,84
2003,california-irvine,saint-marys-ca,62,50
2003,california-irvine,ipfw,96,79
2003,california-irvine,florida-atlantic,87,70
2003,california-irvine,long-beach-state,69,52
2003,california-irvine,cal-state-fullerton,65,66
2003,california-irvine,california-riverside,81,77
2003,california-irvine,utah-state,75,73
2003,california-irvine,idaho,58,45
2003,california-irvine,pacific,66,62
2003,california-irvine,cal-state-northridge,63,69
2003,california-irvine,california-santa-barbara,54,70
2003,california-irvine,cal-poly,68,74
2003,california-irvine,california-riverside,78,61
2003,california-irvine,cal-state-fullerton,72,52
2003,california-irvine,utah-state,59,58
2003,california-irvine,idaho,65,52
2003,california-irvine,cal-state-northridge,64,57
2003,california-irvine,pacific,78,73
2003,california-irvine,cal-poly,68,62
2003,california-irvine,california-santa-barbara,51,67
2003,california-irvine,long-beach-state,95,60
2003,california-irvine,cal-state-northridge,70,64
2003,california-irvine,utah-state,55,62
2003,california-riverside,southern-california,67,81
2003,california-riverside,san-diego,64,84
2003,california-riverside,saint-marys-ca,74,79
2003,california-riverside,san-diego,62,73
2003,california-riverside,oregon,67,108
2003,california-riverside,california-santa-barbara,49,65
2003,california-riverside,cal-poly,77,83
2003,california-riverside,long-beach-state,77,73
2003,california-riverside,california-irvine,77,81
2003,california-riverside,cal-state-fullerton,47,41
2003,california-riverside,utah-state,58,77
2003,california-riverside,idaho,53,56
2003,california-riverside,pacific,71,79
2003,california-riverside,cal-state-northridge,74,71
2003,california-riverside,california-irvine,61,78
2003,california-riverside,long-beach-state,68,65
2003,california-riverside,cal-state-fullerton,64,74
2003,california-riverside,idaho,64,68
2003,california-riverside,utah-state,72,65
2003,california-riverside,cal-state-northridge,70,78
2003,california-riverside,pacific,65,77
2003,california-riverside,cal-poly,67,86
2003,california-riverside,california-santa-barbara,55,70
2003,california-santa-barbara,weber-state,82,91
2003,california-santa-barbara,jacksonville-state,66,73
2003,california-santa-barbara,centenary-la,84,69
2003,california-santa-barbara,san-francisco,70,47
2003,california-santa-barbara,southern-california,69,53
2003,california-santa-barbara,pepperdine,68,72
2003,california-santa-barbara,california,60,67
2003,california-santa-barbara,brigham-young,56,69
2003,california-santa-barbara,nebraska,57,60
2003,california-santa-barbara,bucknell,60,67
2003,california-santa-barbara,california-riverside,65,49
2003,california-santa-barbara,cal-state-fullerton,55,57
2003,california-santa-barbara,idaho,62,53
2003,california-santa-barbara,utah-state,59,75
2003,california-santa-barbara,cal-state-northridge,77,59
2003,california-santa-barbara,pacific,67,52
2003,california-santa-barbara,cal-poly,70,61
2003,california-santa-barbara,california-irvine,70,54
2003,california-santa-barbara,long-beach-state,67,68
2003,california-santa-barbara,utah-state,62,50
2003,california-santa-barbara,idaho,52,44
2003,california-santa-barbara,pacific,62,52
2003,california-santa-barbara,cal-state-northridge,67,58
2003,california-santa-barbara,cal-poly,63,66
2003,california-santa-barbara,detroit-mercy,59,75
2003,california-santa-barbara,long-beach-state,70,46
2003,california-santa-barbara,california-irvine,67,51
2003,california-santa-barbara,cal-state-fullerton,63,60
2003,california-santa-barbara,california-riverside,70,55
2003,california-santa-barbara,pacific,53,44
2003,california-santa-barbara,cal-poly,52,67
2003,california-santa-barbara,san-diego-state,62,67
2003,campbell,old-dominion,43,72
2003,campbell,coastal-carolina,65,49
2003,campbell,north-carolina-wilmington,36,68
2003,campbell,north-carolina-asheville,89,99
2003,campbell,high-point,99,80
2003,campbell,east-carolina,61,86
2003,campbell,high-point,76,79
2003,campbell,william-mary,80,82
2003,campbell,jacksonville-state,78,82
2003,campbell,georgia-state,59,92
2003,campbell,samford,53,62
2003,campbell,belmont,63,73
2003,campbell,gardner-webb,76,74
2003,campbell,jacksonville,51,65
2003,campbell,stetson,57,69
2003,campbell,mercer,62,77
2003,campbell,troy,75,100
2003,campbell,central-florida,69,98
2003,campbell,florida-atlantic,56,83
2003,campbell,gardner-webb,69,81
2003,campbell,belmont,56,74
2003,campbell,samford,44,63
2003,campbell,georgia-state,72,88
2003,campbell,jacksonville-state,56,68
2003,canisius,bethune-cookman,77,64
2003,canisius,saint-josephs,63,70
2003,canisius,niagara,89,69
2003,canisius,bucknell,71,67
2003,canisius,siena,63,71
2003,canisius,buffalo,71,65
2003,canisius,morgan-state,72,46
2003,canisius,st-bonaventure,57,69
2003,canisius,notre-dame,75,93
2003,canisius,syracuse,69,87
2003,canisius,florida-international,54,57
2003,canisius,iona,73,82
2003,canisius,marist,78,83
2003,canisius,fairfield,71,76
2003,canisius,siena,84,77
2003,canisius,saint-peters,73,66
2003,canisius,rider,63,65
2003,canisius,loyola-md,79,65
2003,canisius,iona,61,64
2003,canisius,manhattan,72,75
2003,canisius,fairfield,68,72
2003,canisius,manhattan,65,79
2003,canisius,niagara,68,71
2003,canisius,loyola-md,76,64
2003,canisius,saint-peters,60,79
2003,canisius,marist,68,73
2003,canisius,rider,84,74
2003,canisius,marist,63,69
2003,central-connecticut-state,saint-peters,77,67
2003,central-connecticut-state,high-point,63,74
2003,central-connecticut-state,massachusetts,46,45
2003,central-connecticut-state,hartford,70,66
